contractSymbol,lastTradeDate,Strike,Prix_Option,bid,ask,change,percentChange,Volume,Open_Interest,impliedVolatility,inTheMoney,contractSize,currency,Type_Option,expirationDate,Prix_Sous_Jacent,Jours_Jusqu_Maturite,Temps_Maturite_Annees,Moneyness,Log_Moneyness,Bid_Ask_Spread,Bid_Ask_Spread_Pct,Liquidity_Score,Volatilite_Implicite,Realized_Vol_10D,Realized_Vol_20D,Realized_Vol_30D,Realized_Vol_60D,IV_RV_Ratio,RSI,Vol_Rank,Delta,Gamma,Vega,Theta,VIX_Proxy,high_volume,high_oi,tight_spread,quality_score,Taux_Sans_Risque,Dividend_Yield,Rho,Vanna,Volga,Strike_Ratio,Sqrt_Time,Vol_Time,Is_Call,Log_Volume,Log_Open_Interest,Is_OTM,OTM_Distance,Delta_Gamma_Product,Vega_Volga_Ratio,Volatility_Skew,Vol_VIX_Ratio,Date_Scraping
AAPL250530C00165000,2025-05-23 13:33:59+00:00,165.0,32.3,30.0,31.4,-8.940002,-21.677988,16.0,51.0,0.8173846386718748,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.8449838684897834,-0.16843774235182507,1.3999999999999986,4.334365325077395,40.49999999999999,81.73846386718748,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,2.4876784088318225,45.48857482650572,83.33333333333334,0.9778855960541968,0.0031560466168435927,0.010772356072741605,-0.13071696901798305,34.53802863219233,False,False,True,0.4,0.05,0.015,0.018069815195071868,0.001053413183910097,3.3998057938810674e-06,0.8449838684897834,0.10464895197052097,8.553844579381467,1,2.833213344056216,3.9512437185814275,0,0.0,0.0030862525270869278,10.735856246472572,0,2.3666221583648928,2025-05-25
AAPL250530C00170000,2025-05-23 19:42:24+00:00,170.0,26.0,25.0,26.1,-6.6500015,-20.367537,104.0,19.0,0.639652041015625,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.870589440262201,-0.13858477920214396,1.1000000000000014,4.230769230769236,44.5,63.9652041015625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.9467561492045087,45.48857482650572,83.33333333333334,0.9823014633177923,0.0033382591345228036,0.008916710267833878,-0.09292362281028978,34.53802863219233,False,False,True,0.4,0.05,0.015,0.018617385352498288,0.0008758897544074003,2.976628950148972e-06,0.870589440262201,0.10464895197052097,6.693891571808985,1,4.653960350157523,2.995732273553991,0,0.0,0.003279176832775737,8.890247300345685,0,1.852022441198094,2025-05-25
AAPL250530C00175000,2025-05-23 19:05:42+00:00,175.0,20.55,20.35,21.0,-7.0,-25.408348,45.0,1127.0,0.5727581787109376,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.8961950120346187,-0.1095972423288916,0.6499999999999986,3.163017031630163,802.4,57.27581787109376,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.7431672767623603,45.48857482650572,83.33333333333334,0.9684483441806475,0.006061315984007394,0.014497030198609937,-0.12522249213179426,34.53802863219233,False,False,True,0.4,0.05,0.015,0.019164955509924708,0.0014039624891380637,8.787108086347231e-06,0.8961950120346187,0.10464895197052097,5.993854313464397,1,3.828641396489095,7.028201432058005,0,0.0,0.005870071428267653,14.370752840121606,0,1.6583406795171831,2025-05-25
AAPL250530C00177500,2025-05-23 19:15:44+00:00,177.5,18.34,17.8,18.45,-9.110001,-33.187614,56.0,7.0,0.5864299169921875,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.9089977979208276,-0.09541260733693514,0.6499999999999986,3.5441657579062085,21.7,58.64299169921875,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.7847766813490766,45.48857482650572,83.33333333333334,0.9435638334280858,0.009473618400377595,0.023199190142929687,-0.19055764743148298,34.53802863219233,False,False,True,0.4,0.05,0.015,0.01943874058863792,0.00218899167836898,2.1978027461191722e-05,0.9089977979208276,0.10464895197052097,6.136927621739202,1,4.04305126783455,2.0794415416798357,0,0.0,0.008938963694295135,22.70028270623523,0,1.6979252731453982,2025-05-25
AAPL250530C00180000,2025-05-23 19:58:01+00:00,180.0,15.7,15.65,15.9,-6.750001,-30.066818,216.0,683.0,0.5107470800781251,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.9218005838070363,-0.08142636536219534,0.25,1.5923566878980893,542.9,51.07470800781251,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.554438905958325,45.48857482650572,83.33333333333334,0.9394485349472144,0.011495537431557713,0.024517489141685455,-0.17717893267503254,34.53802863219233,False,False,True,0.4,0.05,0.015,0.019712525667351127,0.002303291925474064,2.8184171415605495e-05,0.9218005838070363,0.10464895197052097,5.344914665217955,1,5.37989735354046,6.52795791762255,0,0.0,0.010799465798507758,23.84542557966997,0,1.4787962727034922,2025-05-25
AAPL250530C00182500,2025-05-23 19:44:05+00:00,182.5,13.75,13.25,13.6,-5.3199997,-27.89722,405.0,26.0,0.4858449853515625,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.9346033696932452,-0.0676330432298595,0.34999999999999964,2.5454545454545427,139.7,48.58449853515625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.478650347603948,45.48857482650572,83.33333333333334,0.9123947715836946,0.01603139778149573,0.032524447962168454,-0.21741578479569562,34.53802863219233,False,False,True,0.4,0.05,0.015,0.01998631074606434,0.0029675136269328452,5.214123629050806e-05,0.9346033696932452,0.10464895197052097,5.084316853717413,1,6.0063531596017325,3.295836866004329,0,0.0,0.014626963517015144,30.912625454010897,0,1.406695762880671,2025-05-25
AAPL250530C00185000,2025-05-23 19:49:13+00:00,185.0,11.1,11.0,11.3,-6.7299995,-37.745373,116.0,180.0,0.450200810546875,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.9474061555794541,-0.05402739117408084,0.3000000000000007,2.7027027027027093,160.79999999999998,45.0200810546875,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.370168685645723,45.48857482650572,83.33333333333334,0.8790633543607317,0.02186347859293553,0.04110232164039381,-0.2504005682456393,34.53802863219233,False,False,True,0.4,0.05,0.015,0.02026009582477755,0.0036131544733218274,8.986397293047009e-05,0.9474061555794541,0.10464895197052097,4.711304300000954,1,4.762173934797756,5.198497031265826,0,0.0,0.019219382829899958,37.71325840772242,0,1.303493072349967,2025-05-25
AAPL250530C00187500,2025-05-23 19:58:17+00:00,187.5,8.93,8.85,9.2,-5.37,-37.552444,94.0,378.0,0.4318904467773438,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.9602089414656628,-0.04060437084194024,0.34999999999999964,3.9193729003359428,292.79999999999995,43.18904467773438,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.3144418045027992,45.48857482650572,83.33333333333334,0.8214714425811847,0.029578625533876433,0.05334483869464743,-0.30583054219942446,34.53802863219233,False,False,True,0.4,0.05,0.015,0.02053388090349076,0.004382126159675262,0.00015778670079140183,0.9602089414656628,0.10464895197052097,4.5196882621329095,1,4.553876891600541,5.937536205082426,0,0.0,0.024297996186882137,46.07484146966251,0,1.2504779915978927,2025-05-25
AAPL250530C00190000,2025-05-23 19:56:14+00:00,190.0,7.0,6.95,7.15,-5.0299997,-41.812134,1947.0,773.0,0.4030821411132813,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.9730117273518717,-0.02735914409191957,0.20000000000000018,2.85714285714286,1125.1999999999998,40.30821411132813,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.2267648448379322,45.48857482650572,83.33333333333334,0.7484712544771156,0.03870435426662713,0.06514696712888195,-0.344824609457286,34.53802863219233,True,False,True,0.7,0.05,0.015,0.02080766598220397,0.004876063221233368,0.000252147129515256,0.9730117273518717,0.10464895197052097,4.218212362553853,1,7.5745584842024805,6.651571873589727,0,0.0,0.028969096591669113,52.02820466801078,0,1.167067597881296,2025-05-25
AAPL250530C00192500,2025-05-23 19:59:32+00:00,192.5,5.3,5.2,5.4,-4.8999996,-48.03921,1585.0,294.0,0.3890441955566406,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.9858145132380806,-0.014287062524566773,0.20000000000000018,3.7735849056603805,681.3,38.90441955566406,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.1840409026283572,45.48857482650572,83.33333333333334,0.6447845140859914,0.046839003795800256,0.0760934734754037,-0.3851468851123572,34.53802863219233,True,False,True,0.7,0.05,0.015,0.021081451060917182,0.004906389331995345,0.000356414249295006,0.9858145132380806,0.10464895197052097,4.071306733521685,1,7.368970402194793,5.68697535633982,0,0.0,0.030201064302746973,56.09899299933862,0,1.1264227026380391,2025-05-25
AAPL250530C00195000,2025-05-23 19:59:58+00:00,195.0,3.78,3.7,3.85,-3.9599998,-51.162792,17900.0,2068.0,0.372076591796875,True,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,0.9986172991242894,-0.0013836576886588562,0.1499999999999999,3.968253968253966,6817.6,37.207659179687504,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.1324006594359144,45.48857482650572,83.33333333333334,0.5219324135380565,0.05239023405997345,0.08139983158998083,-0.3921858048631102,34.53802863219233,True,False,True,0.7,0.05,0.015,0.02135523613963039,0.004248521056335003,0.00042645562294415173,0.9986172991242894,0.10464895197052097,3.8937425384306312,1,9.792611856190192,7.634820677745543,0,0.0,0.02734416130874564,57.06439813527083,0,1.0772953944744506,2025-05-25
AAPL250530C00197500,2025-05-23 19:59:53+00:00,197.5,2.56,2.52,2.59,-3.5900002,-58.37399,15623.0,618.0,0.3579165771484375,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.0114200850104982,0.01135536808877082,0.06999999999999984,2.734374999999994,5119.5,35.79165771484375,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0893052046853866,45.48857482650572,83.33333333333334,0.3880362162144142,0.05238285660458145,0.0782909947111057,-0.36219012435987097,34.53802863219233,True,False,True,0.7,0.05,0.015,0.0216290212183436,0.0030379741351360175,0.0004101105949381895,1.0114200850104982,0.10464895197052097,3.74555946914601,1,9.656563472556515,6.428105272684596,1,0.01135536808877082,0.020326445471344025,55.52117329813943,0,1.0362970653595132,2025-05-25
AAPL250530C00200000,2025-05-23 19:59:59+00:00,200.0,1.62,1.6,1.66,-2.6800003,-62.325584,25575.0,3540.0,0.3494938098144531,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.0242228708967072,0.023934150295631076,0.05999999999999983,3.703703703703693,10150.5,34.94938098144531,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0636708393596415,45.48857482650572,83.33333333333334,0.2623512398880296,0.04562823177531578,0.06659075611357816,-0.30085754992679115,34.53802863219233,True,False,True,0.7,0.05,0.015,0.02190280629705681,0.001747016743147862,0.00030384184540438713,1.0242228708967072,0.10464895197052097,3.6574160917267093,1,10.149409690739677,8.172164452111904,1,0.023934150295631076,0.011970623180152486,51.07272507650267,0,1.011910128213559,2025-05-25
AAPL250530C00202500,2025-05-23 19:59:53+00:00,202.5,0.97,0.97,1.01,-2.03,-67.666664,15374.0,3316.0,0.34400070068359373,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.037025656782916,0.03635667029418815,0.040000000000000036,4.12371134020619,6933.4,34.400070068359376,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0469527750167644,45.48857482650572,83.33333333333334,0.1606165368018096,0.03469963760916162,0.049845400015182006,-0.2220317561434104,34.53802863219233,True,False,True,0.7,0.05,0.015,0.02217659137577002,0.0008005995525939402,0.0001729617317010515,1.037025656782916,0.10464895197052097,3.5999312803662966,1,9.640498092674719,8.106816038947052,1,0.03635667029418815,0.005573335621061364,42.49533353734845,0,0.9960056039879368,2025-05-25
AAPL250530C00205000,2025-05-23 19:59:59+00:00,205.0,0.58,0.56,0.6,-1.3600001,-70.103096,22610.0,10436.0,0.3435124243164062,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.0498284426691247,0.048626762886002414,0.039999999999999925,6.896551724137918,14088.2,34.35124243164062,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.045466724852953,45.48857482650572,83.33333333333334,0.09098480404166492,0.0233215346447339,0.03345341005473724,-0.14913924465338022,34.53802863219233,True,True,False,0.6,0.05,0.015,0.022450376454483233,0.0003043751958355731,7.801848615760439e-05,1.0498284426691247,0.10464895197052097,3.5948215193564814,1,10.026191792511579,9.253112463820052,1,0.048626762886002414,0.0021219052596020134,31.032315757381557,0,0.9945918685012147,2025-05-25
AAPL250530C00207500,2025-05-23 19:59:53+00:00,207.5,0.34,0.34,0.36,-0.88,-72.13114,8420.0,6743.0,0.348639326171875,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.0626312285553337,0.06074812341834736,0.019999999999999962,5.8823529411764595,7246.099999999999,34.8639326171875,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0610702515729717,45.48857482650572,83.33333333333334,0.04980103103553239,0.014430482750938719,0.021008645498029267,-0.09525339503519369,34.53802863219233,True,False,False,0.3,0.05,0.015,0.022724161533196438,0.00010462522064618535,3.0316489647989773e-05,1.0626312285553337,0.10464895197052097,3.6484740099595343,1,9.038483865029992,8.81640849968169,1,0.06074812341834736,0.000718652919337214,20.390477789214966,0,1.0094360911117957,2025-05-25
AAPL250530C00210000,2025-05-23 19:59:59+00:00,210.0,0.21,0.2,0.21,-0.53000003,-71.62163,22180.0,21940.0,0.3530338134765625,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.0754340144415424,0.07272431446506297,0.009999999999999981,4.761904761904753,22012.0,35.30338134765625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0744447030472735,45.48857482650572,83.33333333333334,0.025588292141505993,0.008260841208381216,0.012178152197020573,-0.05604752581572107,34.53802863219233,True,True,True,1.0,0.05,0.015,0.02299794661190965,3.116181161610855e-05,1.006017815110858e-05,1.0754340144415424,0.10464895197052097,3.694461859047865,1,10.006991345550789,9.99611231164195,1,0.07272431446506297,0.00021138081817464996,12.05685805702428,0,1.0221597104922933,2025-05-25
AAPL250530C00212500,2025-05-23 19:55:12+00:00,212.5,0.14,0.14,0.15,-0.3,-68.181816,8277.0,9074.0,0.37305314453125,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.0882368003277512,0.08455877211206574,0.009999999999999981,7.142857142857128,8834.9,37.305314453125,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.135372759763537,45.48857482650572,83.33333333333334,0.015918411683491427,0.005227748457434125,0.008143783262201032,-0.0395943340193945,34.53802863219233,True,True,False,0.6,0.05,0.015,0.02327173169062286,1.2963609462884283e-05,4.257365038664929e-06,1.0882368003277512,0.10464895197052097,3.90396206045026,1,9.021356672308677,9.113278659133051,1,0.08455877211206574,8.321745212317367e-05,8.109259185654553,0,1.0801228654478945,2025-05-25
AAPL250530C00215000,2025-05-23 19:59:34+00:00,215.0,0.1,0.09,0.1,-0.18,-64.28572,11109.0,16626.0,0.38672488281249995,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.1010395862139601,0.09625481187525714,0.010000000000000009,10.000000000000009,14970.899999999998,38.67248828125,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.1769821643502534,45.48857482650572,83.33333333333334,0.009182693287622262,0.0031303389705398424,0.005055152990039518,-0.02549544915743996,34.53802863219233,True,True,False,0.6,0.05,0.015,0.023545516769336073,4.641991942953949e-06,1.5824342406761711e-06,1.1010395862139601,0.10464895197052097,4.047035368725066,1,9.315600882633676,9.71878315904038,1,0.09625481187525714,2.874494265275859e-05,5.0471661814556,0,1.1197074590761096,2025-05-25
AAPL250530C00217500,2025-05-23 19:59:53+00:00,217.5,0.08,0.07,0.08,-0.10000001,-55.555557,2610.0,5227.0,0.4101621484375,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.113842372100169,0.10781563427633306,0.009999999999999995,12.499999999999993,4441.9,41.01621484375,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.248312572213196,45.48857482650572,83.33333333333334,0.006380428164239694,0.0021421233896508803,0.003668942299576965,-0.019604155244142586,34.53802863219233,True,False,False,0.3,0.05,0.015,0.02381930184804928,2.340942278119122e-06,7.859327115203304e-07,1.113842372100169,0.10464895197052097,4.292303897196163,1,7.8674885686991285,8.561784074744113,1,0.10781563427633306,1.3667664406605077e-05,3.6660610222971117,0,1.1875667624387647,2025-05-25
AAPL250530C00220000,2025-05-23 19:59:00+00:00,220.0,0.06,0.05,0.06,-0.06999999,-53.84615,10087.0,22071.0,0.42774009765625004,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.1266451579863779,0.11924433009995593,0.009999999999999995,16.66666666666666,18475.8,42.774009765625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.3018103781104031,45.48857482650572,83.33333333333334,0.004126390677327868,0.0013936493465107529,0.0024892831477483037,-0.013867920474544174,34.53802863219233,True,True,False,0.6,0.05,0.015,0.02409308692676249,1.027175477409797e-06,3.4691878321396536e-07,1.1266451579863779,0.10464895197052097,4.476255293549486,1,9.219101877644755,10.002065115897121,1,0.11924433009995593,5.750741670906046e-06,2.4884198681555176,0,1.238461239960756,2025-05-25
AAPL250530C00222500,2025-05-23 19:45:33+00:00,222.5,0.04,0.04,0.05,-0.04,-50.0,2933.0,3010.0,0.45117736328125,False,REGULAR,USD,CALL,2025-05-30,195.27,4,0.010951403148528405,1.1394479438725866,0.13054388535388922,0.010000000000000002,25.000000000000007,2986.9,45.117736328125005,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.3731407859733458,45.48857482650572,83.33333333333334,0.0030602023546771077,0.0010102712007188392,0.001903382596594211,-0.011171726244627435,34.53802863219233,True,False,False,0.3,0.05,0.015,0.0243668720054757,5.824735903949032e-07,1.9229326212885757e-07,1.1394479438725866,0.10464895197052097,4.721523822020583,1,7.984121958702927,8.010027528481734,1,0.13054388535388922,3.0916343073022605e-06,1.9030166593129063,0,1.3063205433234109,2025-05-25
